graph_number,k5_minor,k33_minor
5185,"{0: [10], 1: [2, 11], 2: [5, 7], 3: [4, 6], 4: [8, 9]}","{0: [0], 1: [4, 6], 2: [1], 3: [3], 4: [11], 5: [2, 9, 10]}"
5186,"{0: [2, 3, 6, 10], 1: [7], 2: [0, 9, 11], 3: [5, 8], 4: [4]}","{0: [5, 8], 1: [2, 3, 6], 2: [4, 10], 3: [11], 4: [7], 5: [9]}"
5187,"{0: [8], 1: [10], 2: [7], 3: [5, 6, 9], 4: [2, 11]}","{0: [6], 1: [0], 2: [4], 3: [9], 4: [1, 3, 8, 10], 5: [5, 11]}"
5188,"{0: [8], 1: [7, 10], 2: [1, 3, 4, 11], 3: [6, 9], 4: [5]}","{0: [2, 11], 1: [9], 2: [5, 8], 3: [4], 4: [6, 7], 5: [1, 3, 10]}"
5189,"{0: [4, 8], 1: [1, 2, 6, 9], 2: [0, 3, 10], 3: [5, 7], 4: [11]}","{0: [2, 4, 5, 6, 8], 1: [1], 2: [0], 3: [9], 4: [11], 5: [3, 10]}"
5190,"{0: [8], 1: [5, 7, 10], 2: [6], 3: [9], 4: [1, 11]}","{0: [0, 11], 1: [4, 7, 8], 2: [10], 3: [6, 9], 4: [2], 5: [5]}"
5191,"{0: [6, 9], 1: [10], 2: [11], 3: [5, 7], 4: [4, 8]}","{0: [1], 1: [7, 10], 2: [0], 3: [9], 4: [3], 5: [11]}"
5192,"{0: [7], 1: [11], 2: [5, 10], 3: [8], 4: [6, 9]}","{0: [5], 1: [0], 2: [1], 3: [11], 4: [2, 3, 7, 10], 5: [9]}"
5193,"{0: [4], 1: [10], 2: [0, 6, 8, 11], 3: [9], 4: [5]}","{0: [5, 7, 11], 1: [4, 6, 10], 2: [0, 3], 3: [2], 4: [9], 5: [8]}"
5194,"{0: [5, 11], 1: [2, 3, 4, 9], 2: [7, 10], 3: [6], 4: [8]}","{0: [4], 1: [11], 2: [10], 3: [2, 5, 9], 4: [8], 5: [7]}"
5195,"{0: [7], 1: [4, 10], 2: [5, 9], 3: [11], 4: [6, 8]}","{0: [8], 1: [0, 3, 9], 2: [5, 10, 11], 3: [6], 4: [2], 5: [4]}"
5196,"{0: [5, 7], 1: [4, 9], 2: [6, 11], 3: [2, 8], 4: [3, 10]}","{0: [2], 1: [5], 2: [4], 3: [11], 4: [8], 5: [3, 7, 9, 10]}"
5197,"{0: [6, 10], 1: [5, 8], 2: [0, 1, 4, 9], 3: [7], 4: [11]}","{0: [1, 8], 1: [0, 4, 11], 2: [6], 3: [9], 4: [7], 5: [5, 10]}"
5198,"{0: [1, 7], 1: [0, 3, 4, 5], 2: [11], 3: [8], 4: [6, 9, 10]}","{0: [8], 1: [3], 2: [0, 6, 10, 11], 3: [5], 4: [1, 7], 5: [4, 9]}"
5199,"{0: [0, 5, 11], 1: [4], 2: [1, 3, 7], 3: [10], 4: [6, 8, 9]}","{0: [8], 1: [0], 2: [10], 3: [4, 11], 4: [5, 6, 9], 5: [2, 3]}"
5200,"{0: [8], 1: [10], 2: [0, 2, 5, 11], 3: [4], 4: [1, 3, 7, 9]}","{0: [6, 7], 1: [0, 3, 8, 10], 2: [2, 4, 11], 3: [5], 4: [9], 5: [1]}"
5201,"{0: [8, 10], 1: [9], 2: [6], 3: [0, 2, 3], 4: [1, 7]}","{0: [6], 1: [1], 2: [0], 3: [9], 4: [2, 3, 5], 5: [4, 7, 8, 10, 11]}"
5202,"{0: [5], 1: [4], 2: [11], 3: [10], 4: [1, 2, 3, 8, 9]}","{0: [1], 1: [7], 2: [0, 8, 9], 3: [6], 4: [2, 3], 5: [10, 11]}"
5203,"{0: [3, 4], 1: [1, 6, 10], 2: [0, 11], 3: [9], 4: [5, 7, 8]}","{0: [5, 11], 1: [9], 2: [3], 3: [2, 6, 10], 4: [0], 5: [4]}"
5204,"{0: [2, 6], 1: [0, 5, 9], 2: [1, 10, 11], 3: [8], 4: [3]}","{0: [2], 1: [8], 2: [0, 5, 9], 3: [6], 4: [4, 10, 11], 5: [3]}"
5205,"{0: [1, 3], 1: [0, 11], 2: [5, 8], 3: [7, 10], 4: [2, 4, 9]}","{0: [2, 5, 8], 1: [10], 2: [0, 11], 3: [3], 4: [7], 5: [4, 6, 9]}"
5206,"{0: [0, 2, 3, 6, 7], 1: [5], 2: [10], 3: [4, 8, 11], 4: [1, 9]}","{0: [5, 8], 1: [7], 2: [11], 3: [10], 4: [6], 5: [4, 9]}"
5207,"{0: [2, 6], 1: [0, 9, 11], 2: [1, 3, 5, 8], 3: [7, 10], 4: [4]}","{0: [2, 6], 1: [7, 8], 2: [0], 3: [11], 4: [3], 5: [9]}"
5208,"{0: [0, 1, 6, 11], 1: [2, 5], 2: [8, 9], 3: [4], 4: [7, 10]}","{0: [2, 5, 8], 1: [0], 2: [4, 7], 3: [3, 6, 10], 4: [1, 11], 5: [9]}"
5209,"{0: [8], 1: [0, 2, 3, 6], 2: [1, 10], 3: [5, 7, 11], 4: [9]}","{0: [3, 6], 1: [1, 8, 11], 2: [9], 3: [0], 4: [4], 5: [7, 10]}"
5210,"{0: [3, 6], 1: [4], 2: [10], 3: [0, 9], 4: [1, 8, 11]}","{0: [2], 1: [0, 3], 2: [7, 9], 3: [6, 8], 4: [1, 4, 10], 5: [11]}"
5211,"{0: [3, 4], 1: [10, 11], 2: [1, 2, 6, 9], 3: [8], 4: [7]}","{0: [8], 1: [2, 4], 2: [0, 9, 10], 3: [1], 4: [3], 5: [11]}"
5212,"{0: [0, 3], 1: [9], 2: [2, 4, 8], 3: [7], 4: [5, 6, 10, 11]}","{0: [5], 1: [2, 4, 6, 7], 2: [0], 3: [1, 3, 8, 10], 4: [9], 5: [11]}"
5213,"{0: [3, 5], 1: [4, 8, 9], 2: [0, 7, 11], 3: [6], 4: [10]}","{0: [2, 8], 1: [0, 3, 5, 6, 10], 2: [7], 3: [4, 11], 4: [9], 5: [1]}"
5214,"{0: [5, 7, 8, 11], 1: [0, 3], 2: [6, 10], 3: [9], 4: [4]}","{0: [2, 5], 1: [7], 2: [1, 4, 6, 10], 3: [8], 4: [11], 5: [9]}"
5215,"{0: [2, 8, 9], 1: [6, 7, 10], 2: [4], 3: [5, 11], 4: [0, 3]}","{0: [8], 1: [0, 3, 4], 2: [1, 6, 7, 10], 3: [9], 4: [11], 5: [2]}"
5216,"{0: [0, 11], 1: [4, 7, 10], 2: [1, 6], 3: [9], 4: [8]}","{0: [1, 6, 9, 11], 1: [7], 2: [4], 3: [2], 4: [10], 5: [3, 8]}"
5217,"{0: [7], 1: [8], 2: [1, 10], 3: [6, 11], 4: [5, 9]}","{0: [1, 2, 7, 8, 10], 1: [0, 3], 2: [5, 11], 3: [9], 4: [4], 5: [6]}"
5218,"{0: [8, 10], 1: [0, 5, 9], 2: [3, 4], 3: [6, 7], 4: [1, 2]}","{0: [0, 6, 7, 11], 1: [10], 2: [2, 5], 3: [3, 4], 4: [1], 5: [8]}"
5219,"{0: [0, 3, 9], 1: [8, 10], 2: [4], 3: [1, 2, 6], 4: [5, 11]}","{0: [0, 9], 1: [6], 2: [5], 3: [3, 7], 4: [4, 11], 5: [8, 10]}"
5220,"{0: [4, 7], 1: [6, 9], 2: [1, 2], 3: [10, 11], 4: [5, 8]}","{0: [10], 1: [6], 2: [0], 3: [11], 4: [3], 5: [9]}"
5221,"{0: [4, 8], 1: [0, 11], 2: [2, 3], 3: [6], 4: [1, 5, 9, 10]}","{0: [1], 1: [4], 2: [0, 10, 11], 3: [5, 9], 4: [2, 3], 5: [6, 7, 8]}"
5222,"{0: [7], 1: [11], 2: [3, 5, 10], 3: [6, 8], 4: [1, 2, 4]}","{0: [7, 8, 10], 1: [0], 2: [5], 3: [9], 4: [3], 5: [11]}"
5223,"{0: [11], 1: [1, 2], 2: [0, 5, 6, 9, 10], 3: [4, 8], 4: [7]}","{0: [8], 1: [3, 6], 2: [1, 2], 3: [4], 4: [0, 11], 5: [5, 7, 9, 10]}"
5224,"{0: [1, 2, 4], 1: [0, 3, 9], 2: [10], 3: [11], 4: [5, 7, 8]}","{0: [1], 1: [7, 8, 10], 2: [5], 3: [2, 3], 4: [4, 9], 5: [11]}"
5225,"{0: [5, 11], 1: [6, 9, 10], 2: [7, 8], 3: [2, 3], 4: [1, 4]}","{0: [4], 1: [0, 2, 5, 11], 2: [10], 3: [1], 4: [7], 5: [3, 6, 8, 9]}"
5226,"{0: [2, 3, 8], 1: [6, 9], 2: [0, 11], 3: [5], 4: [10]}","{0: [5, 8], 1: [6], 2: [0], 3: [1, 2, 3], 4: [9], 5: [11]}"
5227,"{0: [5], 1: [8, 9], 2: [4, 7], 3: [0, 1, 2, 3], 4: [10, 11]}","{0: [10], 1: [7, 8], 2: [5, 9, 11], 3: [4], 4: [6], 5: [1, 2, 3]}"
5228,"{0: [1, 2], 1: [5, 9, 10], 2: [0, 3, 6, 7], 3: [4, 8], 4: [11]}","{0: [4], 1: [0], 2: [5], 3: [2, 3, 6, 7, 8], 4: [11], 5: [9]}"
5229,"{0: [4], 1: [0, 11], 2: [2, 7], 3: [9], 4: [8]}","{0: [4], 1: [0, 3], 2: [5, 10], 3: [6, 11], 4: [9], 5: [1, 2, 7]}"
5230,"{0: [6, 9], 1: [7], 2: [5, 11], 3: [8], 4: [10]}","{0: [0, 4, 11], 1: [1], 2: [10], 3: [9], 4: [2], 5: [3]}"
5231,"{0: [5, 6, 8], 1: [10], 2: [1, 2], 3: [0, 9], 4: [3, 7]}","{0: [11], 1: [6], 2: [10], 3: [3, 7, 8], 4: [0, 9], 5: [4]}"
5232,"{0: [8], 1: [11], 2: [1, 3, 4, 9], 3: [6, 10], 4: [2, 7]}","{0: [0, 11], 1: [2, 5], 2: [6, 7, 8, 10], 3: [9], 4: [4], 5: [1, 3]}"
5233,"{0: [11], 1: [0, 5, 9], 2: [8], 3: [10], 4: [7]}","{0: [1, 8], 1: [4, 6], 2: [9], 3: [0, 3, 11], 4: [2], 5: [5]}"
5234,"{0: [5, 10, 11], 1: [8], 2: [1, 2, 6, 7], 3: [4], 4: [9]}","{0: [0, 3, 9], 1: [5, 8, 11], 2: [2], 3: [1, 7], 4: [4], 5: [6, 10]}"
5235,"{0: [6, 7, 10], 1: [11], 2: [5, 9], 3: [1, 8], 4: [0, 3, 4]}","{0: [4], 1: [7, 8], 2: [0, 5, 10], 3: [6, 9], 4: [3], 5: [2]}"
5236,"{0: [7], 1: [6, 10], 2: [1, 5, 9], 3: [3, 8], 4: [11]}","{0: [2, 4, 5, 11], 1: [8], 2: [0], 3: [1, 9], 4: [6, 10], 5: [3, 7]}"
5237,"{0: [1, 10], 1: [9], 2: [0, 3], 3: [6, 8], 4: [7, 11]}","{0: [2, 4], 1: [6], 2: [1], 3: [7, 8], 4: [0, 3, 10, 11], 5: [5, 9]}"
5238,"{0: [10], 1: [2, 6, 7], 2: [5, 8], 3: [4, 9, 11], 4: [0, 3]}","{0: [4, 10, 11], 1: [0, 9], 2: [2, 7], 3: [3, 5], 4: [1], 5: [6]}"
5239,"{0: [8], 1: [2, 5, 6], 2: [11], 3: [3, 4], 4: [0, 9]}","{0: [2, 6, 7], 1: [0, 3], 2: [1, 9, 11], 3: [10], 4: [8], 5: [4]}"
5240,"{0: [1, 6, 7], 1: [2, 8], 2: [0, 3, 9, 11], 3: [10], 4: [5]}","{0: [6, 11], 1: [2, 8], 2: [10], 3: [5], 4: [4, 9], 5: [0, 3]}"
5241,"{0: [4, 9], 1: [0, 1, 10], 2: [7, 8, 11], 3: [2, 3], 4: [6]}","{0: [11], 1: [0], 2: [2], 3: [9], 4: [6, 7, 10], 5: [3]}"
5242,"{0: [10], 1: [0, 2, 3], 2: [1, 5, 7], 3: [8], 4: [6, 9, 11]}","{0: [4], 1: [7], 2: [8], 3: [10], 4: [5, 9], 5: [1, 11]}"
5243,"{0: [2, 10, 11], 1: [6], 2: [0, 3], 3: [9], 4: [1, 7, 8]}","{0: [6], 1: [0, 1, 3, 8], 2: [2], 3: [9], 4: [7], 5: [5, 10, 11]}"
5244,"{0: [3, 4, 5, 10], 1: [1, 2, 7, 9], 2: [8], 3: [6], 4: [11]}","{0: [1], 1: [2, 6], 2: [0, 3], 3: [4, 8], 4: [10], 5: [7, 9]}"
5245,"{0: [6], 1: [4, 7, 11], 2: [0, 1, 10], 3: [2, 5], 4: [8, 9]}","{0: [6], 1: [7, 8, 11], 2: [0, 10], 3: [2, 3, 5], 4: [1], 5: [9]}"
5246,"{0: [5, 8], 1: [0, 9], 2: [6, 7], 3: [10], 4: [2, 4]}","{0: [5, 8, 11], 1: [0, 10], 2: [6], 3: [7], 4: [9], 5: [1]}"
5247,"{0: [7], 1: [0, 9, 10], 2: [11], 3: [4, 5], 4: [1, 6, 8]}","{0: [2, 8], 1: [11], 2: [0, 7, 10], 3: [1, 6], 4: [3], 5: [9]}"
5248,"{0: [11], 1: [0, 4, 10], 2: [3, 7], 3: [6], 4: [1, 5, 8, 9]}","{0: [11], 1: [7], 2: [1], 3: [10], 4: [6], 5: [2, 8, 9]}"
5249,"{0: [8], 1: [0, 1, 6, 9], 2: [10, 11], 3: [2, 5], 4: [3, 7]}","{0: [2, 8], 1: [11], 2: [0, 1, 9], 3: [6], 4: [3, 5], 5: [10]}"
5250,"{0: [2, 4], 1: [0, 10, 11], 2: [7], 3: [1, 9], 4: [5, 6, 8]}","{0: [11], 1: [0, 3, 4, 7, 8], 2: [1], 3: [9], 4: [10], 5: [6]}"
5251,"{0: [5, 7], 1: [1, 10], 2: [11], 3: [6], 4: [4, 8]}","{0: [11], 1: [0], 2: [2], 3: [3], 4: [9], 5: [5, 8, 10]}"
5252,"{0: [0, 3, 9], 1: [4], 2: [2, 7, 11], 3: [1, 8, 10], 4: [6]}","{0: [3], 1: [9], 2: [10], 3: [4, 11], 4: [8], 5: [0]}"
5253,"{0: [8], 1: [7, 10], 2: [2, 11], 3: [0, 9], 4: [6]}","{0: [2], 1: [8], 2: [1], 3: [5, 7], 4: [11], 5: [0, 3, 9, 10]}"
5254,"{0: [4, 6], 1: [0, 2, 3, 7, 9], 2: [11], 3: [10], 4: [5, 8]}","{0: [7, 11], 1: [2], 2: [0], 3: [4, 6, 10], 4: [3], 5: [9]}"
5255,"{0: [7], 1: [0, 3, 10], 2: [8, 11], 3: [2, 9], 4: [4, 5]}","{0: [4, 9], 1: [8], 2: [0, 1, 3, 5, 10], 3: [6], 4: [2, 11], 5: [7]}"
5256,"{0: [4, 8, 9], 1: [6], 2: [7, 10], 3: [11], 4: [2, 3]}","{0: [2], 1: [0], 2: [7], 3: [3], 4: [4, 6, 8, 10], 5: [9]}"
5257,"{0: [9], 1: [11], 2: [0, 2, 3, 5], 3: [6, 8], 4: [1, 10]}","{0: [2, 3, 6], 1: [0, 7, 10], 2: [1, 5, 11], 3: [9], 4: [8], 5: [4]}"
5258,"{0: [10], 1: [8], 2: [2, 6, 7], 3: [4], 4: [9, 11]}","{0: [8], 1: [0], 2: [6], 3: [2, 3, 11], 4: [10], 5: [9]}"
5259,"{0: [1, 5, 11], 1: [2, 8], 2: [4, 9], 3: [10], 4: [6, 7]}","{0: [2, 8], 1: [5, 6], 2: [4], 3: [9, 11], 4: [10], 5: [7]}"
5260,"{0: [1, 3, 8], 1: [9], 2: [2, 7, 10], 3: [4, 11], 4: [5, 6]}","{0: [5], 1: [1, 2, 3, 4, 7, 8], 2: [0, 9], 3: [6], 4: [11], 5: [10]}"
5261,"{0: [1, 4, 8, 9], 1: [11], 2: [3], 3: [0, 6, 10], 4: [2, 7]}","{0: [6, 7], 1: [4], 2: [2, 3, 8], 3: [11], 4: [9], 5: [1, 5, 10]}"
5262,"{0: [3, 11], 1: [4], 2: [2, 7], 3: [10], 4: [0, 5, 9]}","{0: [1, 5], 1: [3], 2: [7], 3: [2, 4], 4: [0, 10], 5: [6, 8, 9, 11]}"
5263,"{0: [1, 9], 1: [0, 7, 10], 2: [11], 3: [4, 6], 4: [5, 8]}","{0: [0, 3, 7, 11], 1: [1, 8, 9], 2: [10], 3: [4, 6], 4: [5], 5: [2]}"
5264,"{0: [2, 11], 1: [8], 2: [0, 5, 9], 3: [6, 10], 4: [7]}","{0: [5, 8, 9], 1: [7, 11], 2: [0, 3, 6], 3: [1, 4], 4: [2], 5: [10]}"
5265,"{0: [7], 1: [0, 9, 10], 2: [4, 5, 6], 3: [8], 4: [11]}","{0: [2], 1: [0, 8, 10], 2: [5], 3: [11], 4: [9], 5: [3]}"
5266,"{0: [7], 1: [0, 2, 3, 4], 2: [5], 3: [10, 11], 4: [9]}","{0: [1, 4, 6], 1: [0], 2: [2, 5, 11], 3: [10], 4: [9], 5: [3, 8]}"
5267,"{0: [4], 1: [2, 5, 7], 2: [11], 3: [1, 10], 4: [6, 8, 9]}","{0: [4], 1: [2, 3, 6, 7, 8], 2: [0, 5, 10], 3: [9], 4: [11], 5: [1]}"
5268,"{0: [5, 6, 9], 1: [8], 2: [2, 7], 3: [0, 10, 11], 4: [1, 3, 4]}","{0: [0], 1: [5], 2: [4], 3: [3], 4: [1, 7, 9], 5: [10, 11]}"
5269,"{0: [5, 9], 1: [4, 7, 11], 2: [6], 3: [10], 4: [0, 3, 8]}","{0: [2, 7, 11], 1: [4], 2: [5], 3: [9], 4: [1], 5: [10]}"
5270,"{0: [3, 6, 7], 1: [10], 2: [0, 8, 9, 11], 3: [2, 4], 4: [1, 5]}","{0: [1, 2, 4], 1: [0, 3, 6, 11], 2: [8], 3: [9], 4: [5], 5: [10]}"
5271,"{0: [11], 1: [5], 2: [0, 1, 10], 3: [9], 4: [2, 8]}","{0: [2], 1: [4], 2: [0, 5, 9, 11], 3: [8], 4: [6, 10], 5: [7]}"
5272,"{0: [2, 5, 6, 8, 10], 1: [7], 2: [0, 9], 3: [1, 11], 4: [3]}","{0: [11], 1: [3], 2: [10], 3: [2], 4: [1], 5: [0, 9]}"
5273,"{0: [2, 6], 1: [10], 2: [0, 9, 11], 3: [5], 4: [3, 4, 7, 8]}","{0: [0], 1: [1], 2: [2, 5, 6], 3: [3], 4: [10], 5: [9, 11]}"
5274,"{0: [5, 8, 11], 1: [9], 2: [1, 3], 3: [0, 7, 10], 4: [4, 6]}","{0: [8], 1: [2], 2: [5], 3: [1, 3, 6, 9], 4: [11], 5: [10]}"
5275,"{0: [5, 7], 1: [4, 8], 2: [0, 10], 3: [2, 11], 4: [9]}","{0: [5], 1: [0, 4, 8, 10], 2: [1], 3: [6, 11], 4: [3], 5: [2, 9]}"
5276,"{0: [2, 4, 6], 1: [7], 2: [0, 10, 11], 3: [8], 4: [1, 3, 9]}","{0: [2, 9], 1: [0, 7, 10], 2: [11], 3: [5], 4: [8], 5: [1, 3]}"
5277,"{0: [2, 7, 11], 1: [9], 2: [0, 10], 3: [5, 8], 4: [4]}","{0: [0, 2, 3, 10], 1: [8, 11], 2: [6, 9], 3: [4], 4: [1], 5: [5]}"
5278,"{0: [1, 3, 11], 1: [2, 6, 9], 2: [5, 7], 3: [4, 8], 4: [0, 10]}","{0: [4, 9], 1: [0, 2, 3, 5, 8, 10], 2: [11], 3: [1], 4: [7], 5: [6]}"
5279,"{0: [11], 1: [8], 2: [4, 7, 9], 3: [2, 5, 10], 4: [6]}","{0: [1, 3], 1: [2, 5], 2: [4], 3: [10], 4: [9], 5: [6, 7, 8, 11]}"
5280,"{0: [11], 1: [6, 7], 2: [0, 3, 4, 5], 3: [1, 2, 9], 4: [10]}","{0: [9], 1: [0, 10, 11], 2: [4], 3: [2], 4: [5], 5: [6, 7]}"
5281,"{0: [5, 11], 1: [1, 7, 9], 2: [2, 3], 3: [0, 10], 4: [4, 6, 8]}","{0: [2], 1: [0, 1, 9], 2: [5], 3: [3, 4, 7, 8], 4: [6, 10], 5: [11]}"
5282,"{0: [7], 1: [5], 2: [3, 6, 11], 3: [4, 8, 9], 4: [10]}","{0: [2, 4, 7, 9, 10], 1: [0, 3, 11], 2: [8], 3: [6], 4: [1], 5: [5]}"
5283,"{0: [2, 4], 1: [1, 6, 9], 2: [11], 3: [8, 10], 4: [5, 7]}","{0: [8], 1: [2, 5], 2: [0, 6, 7, 9], 3: [1, 3], 4: [4], 5: [10]}"
5284,"{0: [8], 1: [1, 7], 2: [0, 3], 3: [10, 11], 4: [6, 9]}","{0: [5], 1: [6, 8], 2: [0], 3: [9, 11], 4: [4, 10], 5: [2, 3]}"
5285,"{0: [0, 9], 1: [7, 8], 2: [5, 10], 3: [1, 2, 3, 11], 4: [4]}","{0: [1, 6, 11], 1: [0], 2: [4], 3: [9], 4: [10], 5: [3]}"
5286,"{0: [5, 7, 11], 1: [0, 9], 2: [2, 6], 3: [1, 3, 4], 4: [10]}","{0: [11], 1: [0, 8, 9], 2: [1], 3: [5], 4: [3, 4, 6, 10], 5: [7]}"
5287,"{0: [2, 9, 11], 1: [6, 7], 2: [0, 10], 3: [8], 4: [1, 3, 4]}","{0: [2], 1: [5], 2: [1, 4], 3: [6, 10], 4: [7, 11], 5: [0, 3, 8, 9]}"
5288,"{0: [1, 2], 1: [0, 3], 2: [9], 3: [7, 11], 4: [5, 6, 10]}","{0: [4, 9], 1: [10], 2: [7, 11], 3: [5], 4: [8], 5: [6]}"
5289,"{0: [7], 1: [0, 9, 10], 2: [11], 3: [4], 4: [3, 5, 6, 8]}","{0: [4, 7], 1: [6], 2: [0, 3], 3: [5, 8], 4: [1, 10, 11], 5: [9]}"
5290,"{0: [9], 1: [0, 3], 2: [2, 4, 5], 3: [6, 10, 11], 4: [1, 8]}","{0: [5, 11], 1: [1, 2, 6, 7, 8], 2: [0], 3: [10], 4: [9], 5: [3]}"
5291,"{0: [0, 3, 9], 1: [1, 7, 8], 2: [10], 3: [6], 4: [11]}","{0: [4, 6, 7], 1: [0, 9], 2: [1, 3, 5, 8], 3: [11], 4: [2], 5: [10]}"
5292,"{0: [10], 1: [2, 7], 2: [4, 8, 11], 3: [0, 9], 4: [3, 6]}","{0: [10], 1: [8, 9], 2: [2], 3: [3, 5, 6], 4: [7], 5: [1]}"
5293,"{0: [11], 1: [10], 2: [5], 3: [4, 6, 8], 4: [7, 9]}","{0: [9], 1: [8, 10, 11], 2: [3], 3: [5, 6], 4: [0], 5: [2, 7]}"
5294,"{0: [2, 10], 1: [6, 9], 2: [3, 4], 3: [1, 7, 11], 4: [8]}","{0: [3, 6], 1: [0, 5, 8, 10], 2: [11], 3: [9], 4: [4], 5: [1, 2]}"
5295,"{0: [3, 5], 1: [0, 6, 9], 2: [4, 7], 3: [2, 10], 4: [11]}","{0: [4, 8, 10, 11], 1: [3, 5], 2: [1], 3: [0, 6, 9], 4: [7], 5: [2]}"
5296,"{0: [3], 1: [11], 2: [2, 4, 5], 3: [0, 10], 4: [6, 8, 9]}","{0: [6], 1: [0, 10], 2: [1, 2, 3], 3: [7], 4: [11], 5: [8, 9]}"
5297,"{0: [9], 1: [1, 11], 2: [0, 10], 3: [5], 4: [4, 6]}","{0: [6], 1: [0, 3], 2: [5], 3: [9], 4: [10], 5: [4, 8]}"
5298,"{0: [7], 1: [1, 5, 6], 2: [2, 8, 9], 3: [0, 10], 4: [11]}","{0: [3], 1: [9], 2: [10], 3: [1, 2, 8], 4: [5, 7], 5: [0]}"
5299,"{0: [6, 8], 1: [1, 9], 2: [7], 3: [10, 11], 4: [2, 5]}","{0: [11], 1: [5], 2: [7, 9], 3: [10], 4: [1, 2], 5: [3, 6, 8]}"
5300,"{0: [6], 1: [1, 2, 5], 2: [10], 3: [9, 11], 4: [3, 7]}","{0: [5], 1: [1, 6, 8, 9], 2: [4, 7, 11], 3: [2], 4: [10], 5: [0, 3]}"
5301,"{0: [6], 1: [2, 4, 7], 2: [0, 3, 5], 3: [1, 8, 10, 11], 4: [9]}","{0: [1, 2, 8], 1: [7], 2: [0, 9, 11], 3: [10], 4: [4], 5: [6]}"
5302,"{0: [10, 11], 1: [5, 8], 2: [1, 6], 3: [2, 4], 4: [0, 7, 9]}","{0: [7, 8, 9, 11], 1: [4, 10], 2: [3], 3: [0], 4: [5], 5: [1, 2, 6]}"
5303,"{0: [7], 1: [2, 10], 2: [4, 11], 3: [3, 5], 4: [0, 8, 9]}","{0: [5, 7], 1: [8], 2: [6], 3: [9], 4: [4, 10], 5: [11]}"
5304,"{0: [5, 6, 10], 1: [1, 2], 2: [9], 3: [4, 11], 4: [8]}","{0: [7], 1: [0], 2: [5, 6], 3: [3, 8], 4: [2, 9, 11], 5: [10]}"
5305,"{0: [5], 1: [0, 3, 4], 2: [11], 3: [2, 7, 9], 4: [1, 6, 8, 10]}","{0: [1, 2], 1: [0, 3, 4, 5], 2: [6, 9], 3: [10], 4: [7], 5: [11]}"
5306,"{0: [1, 2, 7], 1: [9], 2: [4], 3: [8, 10], 4: [5, 11]}","{0: [1], 1: [7], 2: [8, 9], 3: [5, 11], 4: [2], 5: [4, 10]}"
5307,"{0: [3, 5], 1: [11], 2: [7], 3: [6, 8], 4: [0, 2, 9, 10]}","{0: [2, 7], 1: [6], 2: [0, 3], 3: [8], 4: [10], 5: [5, 9, 11]}"
5308,"{0: [5, 7, 11], 1: [10], 2: [4], 3: [0, 3, 9], 4: [6, 8]}","{0: [6, 8], 1: [9], 2: [2], 3: [1, 5], 4: [7], 5: [10, 11]}"
5309,"{0: [0, 3, 11], 1: [5, 9], 2: [4, 8], 3: [6, 7], 4: [10]}","{0: [1, 2, 4, 8], 1: [5], 2: [0, 3], 3: [9, 11], 4: [10], 5: [6, 7]}"
5310,"{0: [2, 6], 1: [4, 5, 11], 2: [8], 3: [10], 4: [0, 7, 9]}","{0: [1, 4], 1: [6], 2: [0, 7, 9], 3: [10], 4: [2], 5: [3, 5, 8, 11]}"
5311,"{0: [4, 6], 1: [0, 1, 3, 9], 2: [10], 3: [8], 4: [5, 7, 11]}","{0: [6], 1: [11], 2: [0], 3: [9], 4: [4, 10], 5: [3, 7, 8]}"
5312,"{0: [4, 8], 1: [10], 2: [11], 3: [0, 7, 9], 4: [5]}","{0: [8], 1: [0], 2: [1, 2], 3: [6, 7, 9, 11], 4: [10], 5: [3]}"
5313,"{0: [9, 11], 1: [7], 2: [1, 2, 3, 6, 10], 3: [5], 4: [8]}","{0: [1, 2, 3, 4, 10], 1: [11], 2: [8], 3: [9], 4: [6], 5: [5]}"
5314,"{0: [4], 1: [11], 2: [0, 3, 10], 3: [6], 4: [8, 9]}","{0: [6, 10], 1: [0, 3], 2: [2], 3: [5, 7], 4: [8, 9, 11], 5: [1]}"
5315,"{0: [2, 9], 1: [0, 3, 6], 2: [4, 5], 3: [7, 10], 4: [11]}","{0: [2], 1: [0], 2: [7], 3: [3, 5, 6, 11], 4: [9], 5: [1, 10]}"
5316,"{0: [5, 11], 1: [4], 2: [6, 9], 3: [0, 1, 3, 10], 4: [8]}","{0: [9], 1: [4], 2: [10], 3: [5, 11], 4: [6], 5: [8]}"
5317,"{0: [1, 2, 6], 1: [5, 7], 2: [9], 3: [11], 4: [4, 8]}","{0: [9], 1: [3], 2: [6, 8, 11], 3: [1, 2], 4: [5], 5: [0, 10]}"
5318,"{0: [0, 3], 1: [2, 11], 2: [1, 9], 3: [5, 6, 10], 4: [4, 8]}","{0: [4, 7], 1: [2, 5], 2: [0, 9], 3: [10], 4: [1, 3, 8, 11], 5: [6]}"
5319,"{0: [3, 5, 11], 1: [9], 2: [0, 2, 10], 3: [4], 4: [6, 8]}","{0: [1, 2], 1: [0], 2: [11], 3: [5, 7, 10], 4: [3], 5: [9]}"
5320,"{0: [0, 10], 1: [3, 6], 2: [11], 3: [1, 4, 9], 4: [5, 7, 8]}","{0: [5], 1: [1, 4, 9], 2: [7], 3: [2, 8], 4: [10], 5: [3, 6, 11]}"
